timestamp,open,high,low,close,volume
2019-10-11,226.2700,237.6400,224.3300,236.2100,150154587
2019-10-04,220.9000,228.2200,215.1300,227.0100,163381242
2019-09-27,218.9500,222.4900,217.1400,218.8200,117784618
2019-09-20,217.7300,223.7600,217.4700,217.7300,145352672
2019-09-13,214.8400,226.4200,211.0700,218.7500,175366943
2019-09-06,206.4300,214.4200,204.2200,213.2600,82585672
2019-08-30,205.8600,210.4500,203.3200,208.7400,110091319
2019-08-23,210.6200,214.4400,201.0000,202.6400,142066853
2019-08-16,199.6200,212.1400,199.1500,206.5000,163266105
2019-08-09,197.9900,203.5300,192.5800,200.9900,173211425
2019-08-02,208.4600,221.3700,201.6300,204.0200,219770512
2019-07-26,203.6500,209.7300,203.6100,207.7400,87153118
2019-07-19,204.0900,206.5000,202.3600,202.5900,87433154
2019-07-12,200.8100,204.3900,198.4100,203.3000,101600835
2019-07-05,203.1700,205.0800,200.6500,204.2300,72879519
2019-06-28,198.5400,201.5700,195.2900,197.9200,117368626
2019-06-21,192.9000,200.8500,192.1700,198.7800,131658960
2019-06-14,191.8100,196.7900,190.3000,192.7400,111843021
2019-06-07,175.6000,191.9200,170.2700,190.1500,154348161
2019-05-31,178.9200,180.5900,174.9900,175.0700,104691321
2019-05-24,183.5200,188.0000,177.8100,178.9700,156970116
2019-05-17,187.7100,192.4700,182.8500,189.0000,186415472
2019-05-10,204.2900,208.8400,192.7700,197.1800,173663634
2019-05-03,204.4000,215.3100,199.1100,211.7500,186455669
2019-04-26,202.8300,208.4800,202.1200,204.3000,97495453
2019-04-18,198.5800,204.1500,198.0100,203.8600,96335577
2019-04-12,196.4200,202.8500,196.2100,198.8700,132006698
2019-04-05,191.6400,197.1000,188.3800,197.0000,111540445
2019-03-29,191.5100,192.8800,184.5800,189.9500,167838582
2019-03-22,185.8000,197.6900,184.7300,191.0500,182343335
2019-03-15,175.4900,187.3300,175.3500,186.1200,158133562
2019-03-08,175.6900,177.7500,169.5000,172.9100,116779738
2019-03-01,174.1600,175.8700,172.7300,174.9700,120880541
2019-02-22,169.7100,173.3200,169.4900,172.9700,81250012
2019-02-15,171.0500,172.4800,169.2500,170.4200,112229742
2019-02-08,167.4100,175.5700,167.2800,170.4100,151398457
2019-02-01,155.7900,169.0000,153.6600,166.5200,202296864
2019-01-25,156.4100,158.1300,151.7000,157.7600,112513982
2019-01-18,150.8500,157.8800,149.2200,156.8200,155291399
2019-01-11,148.7000,154.5300,145.9000,152.2900,203706070
2019-01-04,158.5300,159.3600,142.0000,148.2600,221962468
2018-12-28,148.1500,158.5200,146.5900,156.2300,191160265
2018-12-21,165.4500,168.3500,149.6300,150.7300,287694081
2018-12-14,165.0000,172.5700,163.3300,165.4800,217536870
2018-12-07,184.4600,184.9400,168.3000,168.4900,167522325
2018-11-30,174.2400,182.8000,170.2600,178.5800,213749977
2018-11-23,190.0000,190.7000,172.1000,172.2900,164494301
2018-11-16,199.0000,199.8500,185.9300,193.5300,242226465
2018-11-09,204.3000,210.1200,198.1700,204.4700,191199370
2018-11-02,219.1900,222.3600,205.4300,207.4800,270606277
2018-10-26,219.7900,224.2300,212.6700,216.3000,185599234
2018-10-19,221.1600,222.9900,213.0000,219.3100,148520408
2018-10-12,222.2100,227.2700,212.3200,222.1100,192007749
2018-10-05,227.9500,233.4700,220.5800,224.2900,142666234
2018-09-28,216.8200,226.4400,216.6300,225.7400,129343034
2018-09-21,222.1500,222.9500,215.3000,217.6600,218746220
2018-09-14,220.9500,228.3500,216.4700,223.8400,198249908
2018-09-07,228.4100,229.6700,220.7100,221.3000,132632878
2018-08-31,217.1500,228.8700,216.3300,227.6300,162690645
2018-08-24,218.1000,219.1800,213.8400,216.1600,112825161
2018-08-17,207.7000,217.9500,207.7000,217.5800,139373818
2018-08-10,208.0000,209.7800,204.5200,207.5300,121642089
2018-08-03,191.9000,208.7400,189.0700,207.9900,224189697
2018-07-27,190.6800,195.9600,189.5600,190.9800,94613682
2018-07-20,191.5200,192.6500,189.2000,191.4400,87963808
2018-07-13,189.5000,191.8400,187.6100,191.3300,85088176
2018-07-06,183.8200,188.4300,183.4200,187.9700,65775642
2018-06-29,183.4000,187.2800,180.7300,185.1100,121620526
2018-06-22,187.8800,189.2200,183.4500,184.9200,125604366
2018-06-15,191.3500,192.8800,188.2600,188.8400,140187228
2018-06-08,191.6400,194.2000,189.7700,191.7000,116769735
2018-06-01,187.6000,190.2600,186.1400,190.2400,92129925
2018-05-25,188.0000,189.6500,185.7600,188.5800,94394844
2018-05-18,189.0100,189.5300,185.1000,186.3100,99248752
2018-05-11,185.1800,190.3700,183.6700,188.5900,148266951
2018-05-04,162.1300,184.2500,161.8400,183.8300,252805668
2018-04-27,166.8300,166.9200,160.6300,162.3200,162208431
2018-04-20,175.0300,178.9400,165.4300,165.7200,169238340
2018-04-13,169.8800,175.8400,169.8500,174.7300,128077139
2018-04-06,166.6400,174.2300,164.4700,168.3800,164408813
2018-03-29,168.0700,175.1500,165.1900,167.7800,155302506
2018-03-23,177.3200,177.4700,164.9400,164.9400,168666122
2018-03-16,180.2900,183.5000,177.6200,178.0200,151720299
2018-03-09,175.2100,180.0000,174.2700,179.9800,138442235
2018-03-02,176.3500,180.6200,172.4500,176.2100,196432091
2018-02-23,172.0500,175.6500,171.0100,175.5000,133197874
2018-02-16,158.5000,174.8200,157.5100,172.4300,222582467
2018-02-09,159.1000,163.8800,150.2400,156.4100,299885932
2018-02-02,170.1600,170.1600,160.1000,160.5000,248091289
2018-01-26,177.3000,179.4400,170.0600,171.5100,185072080
2018-01-19,177.9000,180.1000,175.0700,178.4600,122974060
2018-01-12,174.3500,177.3600,173.0000,177.0900,107548622
2018-01-05,170.1600,175.3700,169.2600,175.0000,99095223
2017-12-29,170.8000,171.8500,169.2200,169.2300,96281679
2017-12-22,174.8800,177.2000,173.2500,175.0100,115320238
2017-12-15,169.2000,174.1700,168.7900,173.9700,132453689
2017-12-08,172.4800,172.6200,166.4600,169.3700,134914322
2017-12-01,175.0500,175.0800,167.1600,171.0500,166555527
2017-11-24,170.2900,175.5000,169.5600,174.9700,79873651
2017-11-17,173.5000,174.5000,168.3800,170.1500,114281964
2017-11-10,172.3650,176.2400,171.7200,174.6700,135758833
2017-11-03,163.8900,174.2600,163.7200,172.5000,203892677
2017-10-27,156.8900,163.6000,155.2700,163.0500,119574587
2017-10-20,157.9000,160.8700,155.0200,156.2500,124593299
2017-10-13,155.8100,158.0000,155.1000,156.9900,80597481
2017-10-06,154.2600,155.4900,152.4600,155.3000,91971974
2017-09-29,149.9900,154.7189,149.1600,154.1200,152105993
2017-09-22,160.1100,160.5000,150.5600,151.8900,182738115
2017-09-15,160.5000,163.9600,157.9100,159.8800,217839085
2017-09-08,163.7500,164.2500,158.5300,158.6300,100402255
2017-09-01,160.1400,164.9400,159.9300,164.0500,124482489
2017-08-25,157.5000,160.7400,155.1101,159.8600,110686493
2017-08-18,159.3200,162.5100,156.7200,157.5000,130951564
2017-08-11,157.0600,161.8300,154.6300,157.4800,148310594
2017-08-04,149.9000,159.7500,148.1300,156.3900,159721244
2017-07-28,150.5800,153.9900,147.3000,149.5000,103916337
2017-07-21,148.8200,151.7400,148.5700,150.2700,103297255
2017-07-14,144.1100,149.3300,143.3700,149.0400,107844162
2017-07-07,144.8800,145.3000,142.4100,144.1800,76896820
2017-06-30,147.1700,148.2800,142.2800,144.0200,125310202
2017-06-23,143.6600,147.1600,143.6600,146.2800,121757322
2017-06-16,145.7400,147.5000,142.2000,142.2700,217066551
2017-06-09,154.3400,155.9800,146.0200,148.9800,157386327
2017-06-02,153.4200,155.4500,152.2200,155.4500,86663811
2017-05-26,154.0000,154.9000,152.6700,153.6100,101565411
2017-05-19,156.0100,156.6500,149.7100,153.0600,154981942
2017-05-12,149.0300,156.4200,149.0300,156.1000,167770544
2017-05-05,145.1000,148.9800,144.2700,148.9600,167777285
2017-04-28,143.5000,144.9000,143.1800,143.6500,89143525
2017-04-21,141.4800,142.9200,140.4500,142.2700,89248503
2017-04-13,143.6000,143.8792,140.0600,141.0500,87485653
2017-04-07,143.7100,145.4600,143.0500,143.3400,105402499
2017-03-31,139.3900,144.5000,138.6200,143.6600,127008757
2017-03-24,140.4000,142.8000,139.7300,140.6400,129673979
2017-03-17,138.8500,141.0200,138.8200,139.9900,121539506
2017-03-10,139.3650,139.9800,137.0500,139.1400,99672282
2017-03-03,137.1400,140.2786,136.2800,139.7800,127936976
2017-02-24,136.2300,137.4800,135.2800,136.6600,87908859
2017-02-17,133.0800,136.2700,132.7500,135.7200,136667496
2017-02-10,129.1300,132.9400,128.9000,132.1200,136449154
2017-02-03,120.9300,130.4900,120.6200,129.0800,249781248
2017-01-27,120.0000,122.4400,119.5000,121.9500,124748449
2017-01-20,118.3400,120.5000,118.2200,120.0000,116347987
2017-01-13,117.9500,119.9300,117.9400,119.0400,138810760
2017-01-06,115.8000,118.1600,114.7600,117.9100,103845468
2016-12-30,116.5200,118.0166,115.4300,115.8200,84828531
2016-12-23,115.8000,117.5000,115.5900,116.5200,113322891
2016-12-16,113.2900,116.7300,112.4900,115.9700,195015700
2016-12-09,110.0000,114.7000,108.2500,113.9500,151989664
2016-12-02,111.4300,112.4650,108.8500,109.9000,155499850
2016-11-25,110.1200,112.4200,110.0100,111.7900,94132421
2016-11-18,107.3200,110.5400,104.0800,110.0600,198341456
2016-11-11,110.0800,111.7200,105.8300,108.4300,207268979
2016-11-04,113.6500,114.2300,108.1100,108.8400,156346518
2016-10-28,117.1000,118.3600,113.3100,113.7200,210225569
2016-10-21,117.3300,118.2100,113.8000,116.6000,115531434
2016-10-14,115.0200,118.6900,114.7200,117.6300,208708383
2016-10-07,112.7100,114.5600,112.2800,114.0600,126029440
2016-09-30,111.6400,114.6400,111.5500,113.0500,156384035
2016-09-23,115.1900,116.1800,111.5500,112.7100,201095635
2016-09-16,102.6500,116.1300,102.5300,114.9200,390309366
2016-09-09,107.9000,108.7600,103.1300,103.1300,168803729
2016-09-02,106.6200,108.0000,105.5000,107.7300,133000624
2016-08-26,108.8600,109.3200,106.3100,106.9400,123605519
2016-08-19,108.1400,110.2300,108.0800,109.3600,132371408
2016-08-12,107.5200,108.9400,107.1600,108.1800,124505869
2016-08-05,104.4100,107.6500,104.0000,107.4800,170149120
2016-07-29,98.2500,104.5500,96.4200,104.2100,256571090
2016-07-22,98.7000,101.0000,98.3100,98.6600,147565456
2016-07-15,96.7500,99.3000,96.7300,98.7800,142910566
2016-07-08,95.3900,96.8900,94.3700,96.6800,112705961
2016-07-01,93.0000,96.4650,91.5000,95.8900,185461004
2016-06-24,96.0000,96.8900,92.6500,93.4000,206728924
2016-06-17,98.6900,99.1200,95.3000,95.3300,191732699
2016-06-10,97.9900,101.8900,97.5500,98.8300,124864375
2016-06-03,99.6000,100.4000,96.6300,97.9200,140176985
2016-05-27,95.8700,100.7300,95.6700,100.3500,204473324
2016-05-20,92.3900,95.4300,91.6500,95.2200,212707154
2016-05-13,93.0000,93.7700,89.4700,90.5200,216049836
2016-05-06,93.9650,95.9000,91.8500,92.7200,225607242
2016-04-29,105.0000,105.6500,92.5100,93.7400,349424063
2016-04-22,108.8900,108.9500,104.6200,105.6800,189053016
2016-04-15,108.9700,112.3900,108.6600,109.8500,162310051
2016-04-08,110.4200,112.1900,108.1210,108.6600,145722543
2016-04-01,106.0000,110.4200,104.8800,109.9900,147965003
2016-03-24,105.9300,107.6500,104.8900,105.6700,119783503
2016-03-18,101.9100,106.5000,101.7800,105.9200,182073165
2016-03-11,102.3900,102.8300,100.1500,102.2600,155221501
2016-03-04,96.8600,103.7500,96.6500,103.0100,201803826
